id,model,year_of_manufacture,mileage,count_trip,last_maintenance_date,to
45223,Haval F7,2020,222600,439192,2023-09-21,1
45224,LADA (VAZ) Vesta,2019,352980,661825,2024-06-01,1
45225,Chevrolet Lacetti,2024,16951,24599,2023-03-24,1
45226,Chery Tiggo 4,2019,346905,573610,2024-04-13,1
45227,Kia Rio,2021,194682,408393,2023-08-09,1
45228,EXEED TXL,2015,268935,633145,2023-12-29,1
45229,Renault Logan,2015,307895,670135,2024-04-04,1
45230,Kia Rio,2015,266620,694050,2024-05-08,1
45231,Chevrolet Lacetti,2014,303165,577615,2024-02-29,1
45232,Haval F7,2022,148394,239592,2023-10-17,1
45233,Chery Tiggo 4,2017,311785,512385,2024-02-23,1
45234,Chery Tiggo 4,2018,281070,581125,2023-12-22,1
45235,Chery Tiggo 4,2015,307380,684720,2024-04-26,1
45236,Renault Logan,2020,251752,523852,2023-08-25,1
45237,Haval F7,2024,21707,14960,2022-12-31,1
45238,Nissan Note,2023,63153,139114,2023-05-20,1
45239,KIA Spectra,2017,355560,530030,2024-05-26,1
45240,Volkswagen Polo,2023,74008,106504,2023-08-05,1
45241,Chevrolet Aveo,2023,56722,140924,2023-02-11,1
45242,Nissan Note,2023,73543,116221,2023-01-26,1
45243,EXEED TXL,2015,337460,515685,2024-01-09,1
45244,Nissan Note,2017,327485,668550,2024-05-31,1
45245,KIA Spectra,2023,79110,113226,2023-07-23,1
45246,LADA (VAZ) Vesta,2022,152724,225940,2023-04-29,1
45247,Chery Tiggo 7 Pro,2020,319644,571704,2023-01-17,1
45248,Renault Logan,2024,9155,3979,2023-12-13,1
45249,Renault Logan,2022,119758,271648,2023-11-19,1
45250,Kia Rio,2021,153264,306435,2023-09-19,1
45251,Kia Rio,2022,123738,238606,2023-11-22,1
45252,Chevrolet Aveo,2016,294095,550485,2024-01-29,1
45253,Kia Rio,2020,308864,473084,2023-05-11,1
45254,Chevrolet Aveo,2023,79397,141543,2023-12-13,1
45255,Chery Tiggo 4,2021,239649,364818,2023-02-27,1
45256,Kia Rio,2022,150816,208818,2023-11-02,1
45257,Chery Tiggo 7 Pro,2022,140570,272366,2023-05-05,1
45258,EXEED TXL,2019,368275,564375,2024-04-07,1
45259,Haval F7,2022,156168,287816,2023-11-30,1
45260,Haval F7,2016,282510,623965,2024-06-03,1
45261,Kia Rio,2017,373335,642055,2024-03-02,1
45262,EXEED TXL,2019,345125,741280,2023-12-31,1
45263,KIA Spectra,2013,308025,540435,2024-06-13,1
45264,Nissan Note,2018,367100,716680,2024-03-09,1
45265,Chevrolet Aveo,2022,126626,270462,2023-03-15,1
45266,Volkswagen Polo,2023,66929,117928,2023-08-12,1
45267,Kia Rio,2018,398205,607495,2024-05-25,1
45268,Kia Rio,2021,219162,303819,2023-12-08,1
45269,Kia Rio,2023,77368,137248,2023-08-05,1
45270,Renault Logan,2024,28912,5560,2023-08-28,1
45271,LADA (VAZ) Vesta,2018,335345,529935,2023-12-19,1
45272,Chery Tiggo 4,2020,229976,547792,2023-02-25,1
45273,LADA (VAZ) Vesta,2016,383545,743745,2024-01-26,1
45274,Chevrolet Aveo,2024,16799,16688,2023-11-22,1
45275,Volkswagen Polo,2016,274720,740435,2024-01-11,1
45276,KIA Spectra,2021,219696,411933,2023-04-05,1
45277,Hyundai Solaris,2017,256725,647525,2024-01-05,1
45278,Chery Tiggo 7 Pro,2021,233136,391506,2023-03-07,1
45279,Renault Logan,2014,326895,608270,2024-06-18,1
45280,EXEED TXL,2016,379795,565430,2024-06-01,1
45281,Chery Tiggo 4,2021,175065,345597,2023-06-28,1
45282,Haval F7,2021,235059,304317,2023-10-30,1
45283,Chery Tiggo 4,2024,14716,12383,2023-07-20,1
45284,Chery Tiggo 4,2024,18010,1927,2023-07-27,1
45285,KIA Spectra,2023,75794,138127,2023-04-21,1
45286,Hyundai Accent,2020,223852,493396,2023-03-17,1
45287,Volkswagen Polo,2021,215058,390288,2023-11-28,1
45288,Hyundai Accent,2022,125346,269918,2023-07-25,1
45289,Chevrolet Lacetti,2023,77447,146594,2023-03-16,1
45290,Renault Logan,2015,252460,636885,2024-01-03,1
45291,Haval F7,2018,372090,728675,2024-02-18,1
45292,Chevrolet Lacetti,2022,115608,233334,2023-02-15,1
45293,Nissan Note,2017,387035,507935,2024-05-21,1
45294,EXEED TXL,2016,365065,626545,2024-04-14,1
45295,EXEED TXL,2023,56960,140283,2023-08-08,1
45296,Chevrolet Lacetti,2013,390205,517800,2024-01-17,1
45297,Chery Tiggo 4,2021,195942,326481,2023-10-11,1
45298,Volkswagen Polo,2016,396805,675730,2024-05-16,1
45299,Kia Rio,2020,249976,560116,2023-08-07,1
45300,Nissan Note,2022,120454,286118,2023-10-12,1
45301,Chevrolet Lacetti,2023,59504,111784,2023-01-11,1
45302,Renault Logan,2015,334835,586455,2024-05-27,1
45303,Kia Rio,2022,144280,279596,2023-12-06,1
45304,LADA (VAZ) Vesta,2018,342820,747915,2023-12-21,1
45305,Hyundai Accent,2024,22820,14752,2023-06-27,1
45306,Geely Tugella,2013,323080,646290,2024-03-31,1
45307,LADA (VAZ) Vesta,2021,181164,327654,2023-11-26,1
45308,Hyundai Solaris,2016,319675,694810,2024-06-13,1
45309,KIA Spectra,2022,126634,263064,2023-07-20,1
45310,Chery Tiggo 7 Pro,2016,301110,674065,2024-03-02,1
45311,Hyundai Solaris,2016,284175,574040,2024-01-06,1
45312,Chery Tiggo 4,2016,388165,743520,2024-04-26,1
45313,Kia Rio,2022,106994,294406,2023-01-22,1
45314,Hyundai Accent,2021,168033,412194,2023-05-13,1
45315,Hyundai Accent,2022,151790,224820,2023-01-19,1
45316,Kia Rio,2024,25368,8580,2023-02-18,1
45317,Chery Tiggo 7 Pro,2022,149108,233128,2023-04-13,1
45318,Nissan Note,2024,26489,18698,2023-04-17,1
45319,Nissan Note,2019,330065,611150,2024-06-05,1
45320,KIA Spectra,2016,374655,737635,2024-04-25,1
45321,Geely Tugella,2016,351105,720925,2024-04-08,1
45322,Haval F7,2015,373690,706920,2024-01-14,1
45323,Geely Tugella,2018,268835,646905,2024-05-24,1
45324,LADA (VAZ) Vesta,2024,28724,12136,2023-01-18,1
45325,Nissan Note,2021,236019,370161,2023-04-26,1
45326,Nissan Note,2023,57116,109381,2023-05-05,1
45327,Hyundai Accent,2013,350965,665890,2024-03-20,1
45328,Chery Tiggo 7 Pro,2023,75077,143495,2023-10-16,1
45329,Chevrolet Aveo,2024,14733,23205,2023-01-17,1
45330,Geely Tugella,2024,25810,3920,2023-11-23,1
45331,Haval F7,2022,150460,260136,2023-07-14,1
45332,LADA (VAZ) Vesta,2014,327710,519780,2024-04-24,1
45333,Chery Tiggo 7 Pro,2022,101216,224990,2023-03-04,1
45334,Chery Tiggo 7 Pro,2017,285800,709610,2024-01-29,1
45335,Chery Tiggo 4,2014,304520,690005,2024-02-12,1
45336,Hyundai Solaris,2015,334695,511595,2024-02-19,1
45337,Hyundai Solaris,2018,289530,530680,2024-04-28,1
45338,Chery Tiggo 4,2019,267445,617615,2024-05-11,1
45339,Kia Rio,2016,263205,605135,2024-03-15,1
45340,Chery Tiggo 7 Pro,2022,109538,225962,2023-08-20,1
45341,LADA (VAZ) Vesta,2019,269275,545295,2024-01-23,1
45342,Nissan Note,2022,148868,201782,2023-03-09,1
45343,KIA Spectra,2021,169941,351597,2023-03-04,1
45344,Haval F7,2020,264260,538912,2023-02-27,1
45345,Volkswagen Polo,2015,353430,663090,2023-12-26,1
45346,EXEED TXL,2020,243344,594708,2023-04-25,1
45347,EXEED TXL,2024,2906,15829,2023-07-06,1
45348,LADA (VAZ) Vesta,2022,141966,265298,2023-11-20,1
45349,Kia Rio,2018,311365,597280,2024-06-08,1
45350,Kia Rio,2022,131734,215760,2023-01-15,1
45351,Haval F7,2023,63291,137650,2023-06-18,1
45352,Chevrolet Aveo,2022,122028,228082,2023-10-11,1
45353,Chery Tiggo 7 Pro,2021,199020,333333,2023-10-13,1
45354,Hyundai Solaris,2019,357650,520070,2024-06-04,1
45355,Nissan Note,2024,15481,17828,2023-04-03,1
45356,LADA (VAZ) Vesta,2017,296255,629270,2024-05-13,1
45357,KIA Spectra,2022,128738,214716,2023-09-10,1
45358,Volkswagen Polo,2020,253216,405884,2023-07-20,1
45359,KIA Spectra,2021,209196,425970,2023-04-15,1
45360,Hyundai Accent,2016,289885,673930,2024-05-11,1
45361,EXEED TXL,2014,386085,592370,2024-01-18,1
45362,LADA (VAZ) Vesta,2019,283535,713135,2024-01-24,1
45363,Chevrolet Aveo,2019,288805,564815,2024-02-20,1
45364,Chery Tiggo 7 Pro,2017,286545,597745,2024-02-08,1
45365,Hyundai Solaris,2016,278440,670700,2024-06-03,1
45366,Chevrolet Lacetti,2023,73567,144734,2023-05-15,1
45367,Chevrolet Lacetti,2020,315404,469784,2023-09-21,1
45368,Renault Logan,2018,289575,631695,2024-02-03,1
45369,Chevrolet Lacetti,2019,330855,610820,2023-12-30,1
45370,Chery Tiggo 7 Pro,2019,357355,590460,2024-03-22,1
45371,Geely Tugella,2018,332760,513990,2024-06-19,1
45372,Geely Tugella,2024,13667,18329,2023-10-11,1
45373,KIA Spectra,2020,211896,496684,2023-05-14,1
45374,Hyundai Accent,2022,121556,221432,2023-03-06,1
45375,KIA Spectra,2019,285375,708580,2024-06-05,1
45376,Kia Rio,2018,311995,683925,2024-03-19,1
45377,Chevrolet Lacetti,2021,184479,319344,2023-01-13,1
45378,Nissan Note,2020,303196,421396,2023-04-21,1
45379,KIA Spectra,2022,131506,213940,2023-07-19,1
45380,Hyundai Solaris,2024,23400,16749,2023-05-20,1
45381,LADA (VAZ) Vesta,2022,129112,293566,2023-01-01,1
45382,KIA Spectra,2017,387000,589570,2024-06-05,1
45383,KIA Spectra,2023,73774,129933,2023-03-02,1
45384,Geely Tugella,2022,128222,237326,2023-11-11,1
45385,Volkswagen Polo,2019,315465,546680,2024-02-26,1
45386,Geely Tugella,2021,162318,350673,2023-07-31,1
45387,Nissan Note,2015,380870,526935,2024-01-14,1
45388,Hyundai Solaris,2023,66270,142450,2023-09-17,1
45389,LADA (VAZ) Vesta,2019,255085,540835,2024-02-18,1
45390,KIA Spectra,2021,205764,369540,2023-11-19,1
45391,Geely Tugella,2022,107680,263626,2023-01-01,1
45392,Kia Rio,2022,157758,268062,2023-02-11,1
45393,Renault Logan,2015,382265,557770,2024-03-12,1
45394,Haval F7,2014,279705,681735,2024-04-05,1
45395,KIA Spectra,2013,345885,708595,2024-02-13,1
45396,Chevrolet Lacetti,2020,300248,469500,2023-09-04,1
45397,EXEED TXL,2018,272895,722365,2024-06-03,1
45398,Hyundai Solaris,2022,123198,223304,2023-03-23,1
45399,Chery Tiggo 7 Pro,2019,309905,623920,2024-02-03,1
45400,Renault Logan,2020,300812,547292,2023-10-07,1
45401,Chery Tiggo 7 Pro,2023,75517,104438,2023-06-19,1
45402,Chevrolet Aveo,2023,65372,101784,2023-06-30,1
45403,Renault Logan,2022,104830,231712,2023-01-11,1
45404,KIA Spectra,2021,182094,316266,2023-04-06,1
45405,EXEED TXL,2024,21995,5379,2023-07-12,1
45406,Chevrolet Lacetti,2024,4026,28836,2023-02-20,1
45407,Volkswagen Polo,2016,264520,577095,2024-05-11,1
45408,LADA (VAZ) Vesta,2013,309930,576410,2024-01-03,1
45409,Volkswagen Polo,2020,213216,525884,2023-04-08,1
45410,Chevrolet Lacetti,2014,365260,645410,2024-01-19,1
45411,Chevrolet Lacetti,2023,54581,145636,2023-11-23,1
45412,EXEED TXL,2016,329075,629545,2024-02-15,1
45413,LADA (VAZ) Vesta,2018,322750,637150,2024-03-31,1
45414,Chevrolet Aveo,2018,294885,535560,2024-04-14,1
45415,Chery Tiggo 7 Pro,2021,209046,428382,2023-07-08,1
45416,EXEED TXL,2020,216972,465528,2023-06-03,1
45417,Hyundai Solaris,2021,239082,357090,2023-06-10,1
45418,KIA Spectra,2022,134988,210868,2023-09-12,1
45419,Chery Tiggo 7 Pro,2021,158400,331392,2023-09-24,1
45420,LADA (VAZ) Vesta,2015,389925,508265,2024-02-09,1
45421,Geely Tugella,2022,100164,291772,2023-06-11,1
45422,Chery Tiggo 4,2017,262475,633750,2024-05-10,1
45423,Nissan Note,2020,226668,414560,2023-02-27,1
45424,Volkswagen Polo,2022,154916,279174,2023-08-08,1
45425,Chevrolet Lacetti,2024,18560,12588,2023-04-08,1
45426,Nissan Note,2013,386700,620900,2024-03-22,1
45427,Volkswagen Polo,2021,203487,317757,2023-01-01,1
45428,Nissan Note,2024,20090,5587,2023-03-12,1
45429,Kia Rio,2024,7293,6797,2023-06-25,1
45430,Geely Tugella,2023,64445,137284,2023-09-22,1
45431,Hyundai Solaris,2024,1320,3539,2023-03-08,1
45432,Nissan Note,2015,299180,565715,2024-01-23,1
45433,LADA (VAZ) Vesta,2021,151266,440568,2023-11-21,1
45434,Geely Tugella,2021,187695,303840,2023-01-17,1
45435,Hyundai Accent,2021,186852,422664,2023-12-06,1
45436,Haval F7,2014,253615,560680,2023-12-30,1
45437,Nissan Note,2016,347010,533510,2024-06-13,1
45438,Hyundai Accent,2023,79622,143856,2023-10-10,1
45439,KIA Spectra,2021,216912,322452,2023-06-16,1
45440,Renault Logan,2021,183381,378159,2023-09-02,1
45441,Nissan Note,2017,273640,615400,2024-02-22,1
45442,Renault Logan,2022,117010,284666,2023-07-18,1
45443,Chevrolet Aveo,2022,103616,267482,2023-07-28,1
45444,Chevrolet Lacetti,2022,103784,203320,2023-08-25,1
45445,EXEED TXL,2024,10188,14833,2023-11-28,1
45446,Haval F7,2024,11795,8961,2023-09-14,1
45447,Geely Tugella,2016,340585,555680,2024-02-18,1
45448,Hyundai Solaris,2021,205749,406302,2023-08-08,1
45449,KIA Spectra,2019,279615,686690,2024-06-03,1
45450,Chevrolet Lacetti,2014,256875,524705,2024-02-14,1
45451,Nissan Note,2017,322560,616265,2024-04-23,1
45452,Chevrolet Lacetti,2016,308350,648310,2024-05-20,1
45453,Chery Tiggo 4,2021,183039,388527,2023-05-04,1
45454,Volkswagen Polo,2020,319016,422072,2023-06-28,1
45455,LADA (VAZ) Vesta,2018,322600,508755,2024-02-07,1
45456,Hyundai Accent,2020,227536,549852,2023-06-23,1
45457,Chery Tiggo 4,2021,166479,396996,2023-06-01,1
45458,Hyundai Accent,2024,21864,25901,2023-07-23,1
45459,Chery Tiggo 4,2020,314248,525460,2023-10-11,1
45460,Chevrolet Lacetti,2016,311940,651940,2024-05-30,1
45461,Volkswagen Polo,2018,358000,611005,2024-06-15,1
45462,Hyundai Solaris,2014,327470,570925,2024-02-23,1
45463,Hyundai Solaris,2023,66883,121839,2023-10-27,1
45464,Chery Tiggo 4,2016,344865,633325,2024-01-16,1
45465,Nissan Note,2021,223092,351297,2023-07-22,1
45466,Kia Rio,2024,29290,29822,2023-07-27,1
45467,Chery Tiggo 4,2016,397785,585455,2023-12-19,1
45468,Chery Tiggo 7 Pro,2024,17813,10789,2023-09-17,1
45469,Hyundai Solaris,2015,321260,739060,2024-05-09,1
45470,Nissan Note,2019,393650,654205,2024-01-04,1
45471,Volkswagen Polo,2023,71529,138308,2022-12-30,1
45472,EXEED TXL,2016,260965,508340,2024-05-08,1
45473,Geely Tugella,2024,24486,5264,2023-07-06,1
45474,Renault Logan,2022,108586,298676,2023-08-07,1
45475,Nissan Note,2021,189426,302970,2023-04-24,1
45476,Renault Logan,2020,265488,592568,2023-09-11,1
45477,Renault Logan,2022,100150,235492,2023-05-04,1
45478,Haval F7,2024,15160,5061,2023-02-14,1
45479,Renault Logan,2020,220336,567484,2023-08-18,1
45480,Volkswagen Polo,2023,76746,126037,2023-03-29,1
45481,Nissan Note,2024,4038,10934,2023-10-17,1
45482,KIA Spectra,2020,314988,539992,2023-05-21,1
45483,Chevrolet Lacetti,2014,391725,625255,2024-01-07,1
45484,Hyundai Solaris,2024,7752,28008,2023-06-10,1
45485,Chery Tiggo 4,2024,1854,22122,2023-10-25,1
45486,Hyundai Solaris,2019,358870,597895,2024-03-21,1
45487,EXEED TXL,2023,70000,108431,2023-06-02,1
45488,Chevrolet Aveo,2014,300495,639135,2024-02-29,1
45489,Volkswagen Polo,2015,267310,655305,2024-03-23,1
45490,KIA Spectra,2017,265425,568280,2024-05-30,1
45491,Volkswagen Polo,2019,329005,659770,2024-05-30,1
45492,Chery Tiggo 7 Pro,2018,365475,642225,2024-05-14,1
45493,Chevrolet Lacetti,2023,66849,145070,2023-08-03,1
45494,Chery Tiggo 4,2018,358780,664410,2024-01-11,1
45495,Haval F7,2021,184035,439866,2023-06-17,1
45496,Chevrolet Aveo,2021,233925,318969,2023-03-01,1
45497,Haval F7,2019,261330,723990,2024-06-20,1
45498,LADA (VAZ) Vesta,2022,157840,216618,2023-06-26,1
45499,LADA (VAZ) Vesta,2022,156338,250456,2023-03-02,1
45500,Hyundai Accent,2017,313230,549510,2024-04-16,1
45501,LADA (VAZ) Vesta,2020,238564,458700,2023-04-28,1
45502,Chery Tiggo 7 Pro,2022,110706,277560,2023-02-19,1
45503,Chery Tiggo 4,2024,20592,15721,2023-07-23,1
45504,Volkswagen Polo,2020,312568,496184,2023-01-30,1
45505,Chery Tiggo 7 Pro,2016,336140,564120,2024-02-29,1
45506,LADA (VAZ) Vesta,2024,10248,19556,2023-06-14,1
45507,Kia Rio,2020,203960,423372,2023-04-27,1
45508,Chevrolet Lacetti,2022,125048,280810,2023-05-27,1
45509,Haval F7,2019,397185,732190,2024-06-01,1
45510,Kia Rio,2014,278475,697105,2024-06-11,1
45511,Chery Tiggo 4,2014,313545,718065,2024-04-18,1
45512,EXEED TXL,2024,19618,18184,2023-02-18,1
45513,Nissan Note,2024,13777,22367,2023-08-30,1
45514,Renault Logan,2018,306625,631525,2024-04-14,1
45515,EXEED TXL,2024,4993,20648,2023-08-17,1
45516,Hyundai Accent,2015,374375,524510,2024-06-11,1
45517,Chery Tiggo 7 Pro,2024,29074,634,2023-09-26,1
45518,Chery Tiggo 4,2020,259948,463520,2023-03-04,1
45519,Chevrolet Lacetti,2018,281750,594525,2024-02-14,1
45520,Volkswagen Polo,2017,276375,536385,2023-12-24,1
45521,Kia Rio,2023,60457,104951,2023-09-13,1
45522,Renault Logan,2023,73897,129600,2023-05-16,1
45523,Chery Tiggo 7 Pro,2018,269490,616570,2024-03-15,1
45524,Chevrolet Lacetti,2017,329305,731925,2024-06-19,1
45525,Chery Tiggo 7 Pro,2018,361290,589535,2024-03-11,1
45526,Chevrolet Aveo,2020,312268,473316,2023-11-17,1
45527,LADA (VAZ) Vesta,2023,73056,131789,2023-08-23,1
45528,Chery Tiggo 7 Pro,2023,52792,103797,2023-11-25,1
45529,Nissan Note,2013,331800,726885,2024-05-20,1
45530,Chery Tiggo 4,2015,264430,684525,2024-06-12,1
45531,Volkswagen Polo,2020,317540,523520,2023-12-04,1
45532,Haval F7,2023,64929,115666,2023-06-03,1
45533,Chery Tiggo 7 Pro,2021,214350,317454,2023-02-13,1
45534,Hyundai Accent,2024,17414,14150,2023-03-09,1
45535,Chery Tiggo 4,2020,305564,590252,2023-12-18,1
45536,EXEED TXL,2018,268345,678145,2024-05-02,1
45537,Geely Tugella,2023,50336,147534,2023-11-06,1
45538,Hyundai Accent,2013,365560,684845,2024-01-04,1
45539,Renault Logan,2014,365210,536565,2024-06-16,1
45540,Volkswagen Polo,2024,3641,28990,2023-02-04,1
45541,Chevrolet Lacetti,2020,202636,523876,2023-07-20,1
45542,Hyundai Accent,2021,236511,326895,2023-06-29,1
45543,Hyundai Accent,2018,319095,655835,2023-12-19,1
45544,Hyundai Solaris,2022,144820,299920,2023-05-24,1
45545,Chevrolet Aveo,2018,282710,624950,2024-03-10,1
45546,EXEED TXL,2016,334925,527500,2024-04-04,1
45547,Chery Tiggo 7 Pro,2016,356775,631555,2024-01-01,1
45548,LADA (VAZ) Vesta,2015,279855,668995,2024-02-11,1
45549,Hyundai Accent,2021,178533,375096,2023-11-06,1
45550,Chery Tiggo 4,2020,231704,443092,2023-08-05,1
45551,LADA (VAZ) Vesta,2020,311632,424332,2022-12-29,1
45552,Chery Tiggo 4,2020,250008,480456,2023-11-27,1
45553,Volkswagen Polo,2019,301635,729720,2024-03-27,1
45554,Chevrolet Aveo,2017,378220,707020,2024-03-26,1
45555,LADA (VAZ) Vesta,2019,264430,523135,2023-12-30,1
45556,Hyundai Solaris,2016,334850,550080,2024-03-16,1
45557,Hyundai Accent,2015,270010,615450,2024-01-15,1
45558,Hyundai Solaris,2017,345250,611275,2024-03-12,1
45559,Chery Tiggo 7 Pro,2017,304460,543630,2024-01-31,1
45560,Hyundai Accent,2016,375360,665250,2024-01-17,1
45561,Hyundai Accent,2020,258672,551368,2023-02-11,1
45562,Geely Tugella,2017,353915,549520,2024-02-23,1
45563,EXEED TXL,2018,301910,699705,2024-03-24,1
45564,EXEED TXL,2019,369735,563675,2024-06-08,1
45565,Chery Tiggo 4,2019,378000,701640,2024-02-10,1
45566,Chevrolet Lacetti,2015,274885,735670,2024-03-28,1
45567,KIA Spectra,2022,141580,205548,2023-07-27,1
45568,Chery Tiggo 4,2024,6825,8760,2023-05-28,1
45569,KIA Spectra,2024,5520,10323,2023-03-26,1
45570,Chery Tiggo 4,2015,325865,697030,2024-04-12,1
45571,Chery Tiggo 7 Pro,2022,131776,274232,2023-03-15,1
45572,KIA Spectra,2017,298610,632880,2024-02-10,1
45573,Chevrolet Aveo,2024,7008,14138,2023-06-19,1
45574,Chevrolet Aveo,2018,266265,721400,2024-03-16,1
45575,Haval F7,2022,109512,287068,2023-03-17,1
45576,Haval F7,2018,253395,707985,2024-03-17,1
45577,EXEED TXL,2019,295060,558685,2024-01-04,1
45578,Hyundai Accent,2022,133802,221198,2023-06-03,1
45579,Haval F7,2021,231015,357894,2023-11-02,1
45580,Haval F7,2019,379000,553345,2024-04-11,1
45581,Chevrolet Lacetti,2020,220588,562800,2023-07-07,1
45582,Haval F7,2019,325810,573265,2024-03-25,1
45583,Chevrolet Lacetti,2021,155235,382632,2023-02-15,1
45584,LADA (VAZ) Vesta,2021,219435,443922,2023-11-17,1
45585,Chevrolet Aveo,2013,370315,666635,2024-01-13,1
45586,Chevrolet Lacetti,2020,263024,500636,2023-08-29,1
45587,EXEED TXL,2018,370465,521310,2024-01-18,1
45588,Chery Tiggo 4,2014,350245,677600,2024-03-26,1
45589,Renault Logan,2013,287890,530270,2023-12-23,1
45590,Volkswagen Polo,2021,174450,419733,2023-09-13,1
45591,Nissan Note,2015,263605,587130,2024-02-25,1
45592,Nissan Note,2020,238292,459496,2023-03-07,1
45593,Nissan Note,2020,304088,475172,2023-09-01,1
45594,Renault Logan,2024,26156,18559,2023-06-04,1
45595,LADA (VAZ) Vesta,2020,230644,423904,2023-06-07,1
45596,LADA (VAZ) Vesta,2023,68904,110377,2023-02-25,1
45597,Haval F7,2024,21366,24526,2023-01-12,1
45598,LADA (VAZ) Vesta,2021,238578,427635,2023-02-23,1
45599,Chevrolet Lacetti,2023,58085,136063,2023-01-26,1
45600,Chevrolet Aveo,2019,300775,746340,2024-02-04,1
45601,Chery Tiggo 7 Pro,2023,73367,145011,2023-04-09,1
45602,Haval F7,2022,159302,221206,2023-11-25,1
45603,Kia Rio,2019,268140,578320,2024-05-15,1
45604,Geely Tugella,2023,57371,139209,2023-07-20,1
45605,Chevrolet Lacetti,2024,26181,29955,2023-02-18,1
45606,Kia Rio,2021,151698,353286,2023-06-26,1
45607,Geely Tugella,2020,294056,487592,2023-01-03,1
45608,Haval F7,2018,394935,551280,2024-06-16,1
45609,Chevrolet Aveo,2017,329230,610515,2024-04-25,1
45610,Chery Tiggo 7 Pro,2019,317465,709155,2024-01-14,1
45611,Nissan Note,2023,64048,108066,2023-07-14,1
45612,EXEED TXL,2019,394250,657205,2024-05-07,1
45613,Chevrolet Lacetti,2013,357270,741035,2023-12-30,1
45614,Hyundai Accent,2021,201252,343749,2023-06-27,1
45615,Renault Logan,2020,304228,556556,2023-08-29,1
45616,Chery Tiggo 4,2023,73445,131928,2023-11-28,1
45617,Chevrolet Aveo,2023,77216,101514,2023-09-10,1
45618,KIA Spectra,2022,156000,285278,2023-10-27,1
45619,Hyundai Solaris,2022,125338,255266,2023-02-21,1
45620,Hyundai Solaris,2024,27835,6249,2023-04-03,1
45621,Chevrolet Lacetti,2021,150621,377253,2023-06-22,1
45622,Nissan Note,2020,223216,572224,2023-01-30,1
45623,Hyundai Accent,2024,26892,24064,2023-10-22,1
45624,Hyundai Solaris,2013,385320,699360,2024-04-16,1
45625,Haval F7,2021,212832,405699,2023-02-18,1
45626,Volkswagen Polo,2024,6987,29684,2023-05-27,1
45627,Nissan Note,2017,359570,573565,2024-04-18,1
45628,EXEED TXL,2023,70150,149638,2023-11-28,1
45629,EXEED TXL,2013,316575,533750,2024-02-23,1
45630,Chevrolet Lacetti,2020,307348,525620,2023-05-02,1
45631,Chery Tiggo 7 Pro,2015,396530,573520,2024-06-14,1
45632,Hyundai Solaris,2021,165549,416793,2023-09-12,1
45633,Renault Logan,2023,53352,126190,2023-07-08,1
45634,Kia Rio,2020,250620,509140,2023-10-18,1
45635,Nissan Note,2015,320065,686130,2024-03-08,1
45636,LADA (VAZ) Vesta,2022,143242,242020,2023-11-26,1
45637,Hyundai Solaris,2022,109774,209610,2023-09-18,1
45638,Chery Tiggo 4,2015,304290,546535,2024-05-28,1
45639,Chevrolet Lacetti,2020,207760,443112,2023-01-16,1
45640,Geely Tugella,2023,64541,130452,2023-04-06,1
45641,Kia Rio,2015,289380,561790,2023-12-24,1
45642,LADA (VAZ) Vesta,2013,365245,572125,2024-03-13,1
45643,Volkswagen Polo,2024,13864,22990,2023-10-06,1
45644,Hyundai Accent,2015,349370,732210,2024-01-19,1
45645,Kia Rio,2014,345620,529355,2024-01-08,1
45646,Chevrolet Aveo,2021,229674,413907,2023-09-20,1
45647,Kia Rio,2019,377385,629810,2024-05-05,1
45648,LADA (VAZ) Vesta,2015,390870,731820,2024-05-15,1
45649,KIA Spectra,2016,357345,509570,2023-12-24,1
45650,Renault Logan,2023,66178,100373,2023-05-24,1
45651,Haval F7,2021,156342,331650,2023-05-10,1
45652,Chevrolet Lacetti,2022,128888,218950,2023-11-21,1
45653,Chery Tiggo 7 Pro,2023,76798,105357,2023-09-06,1
45654,Hyundai Solaris,2013,316640,713230,2024-02-04,1
45655,Nissan Note,2019,348685,614015,2024-01-20,1
45656,LADA (VAZ) Vesta,2018,368620,503655,2023-12-31,1
45657,Hyundai Solaris,2024,13464,20087,2022-12-29,1
45658,Nissan Note,2022,131448,285094,2023-02-03,1
45659,Volkswagen Polo,2023,62266,103341,2023-03-02,1
45660,KIA Spectra,2018,384100,512845,2024-06-03,1
45661,Volkswagen Polo,2022,145828,229558,2023-11-05,1
45662,Chevrolet Lacetti,2023,55901,145203,2023-01-07,1
45663,EXEED TXL,2020,231380,585688,2023-06-14,1
45664,LADA (VAZ) Vesta,2019,277415,712645,2024-02-02,1
45665,Kia Rio,2021,225231,362883,2023-08-26,1
45666,Geely Tugella,2013,273515,661730,2024-02-26,1
45667,Chery Tiggo 7 Pro,2018,319230,699810,2024-05-12,1
45668,Volkswagen Polo,2018,294010,563180,2024-01-02,1
45669,Kia Rio,2020,214568,575916,2023-12-06,1
45670,Chery Tiggo 4,2013,330310,578420,2024-05-26,1
45671,EXEED TXL,2021,197574,405846,2023-02-05,1
45672,Nissan Note,2023,53959,145624,2023-11-05,1
45673,Nissan Note,2017,395465,599320,2024-04-02,1
45674,Haval F7,2013,319205,517815,2024-02-12,1
45675,Chery Tiggo 4,2020,206136,426200,2023-10-25,1
45676,Volkswagen Polo,2014,372085,525240,2024-01-25,1
45677,Renault Logan,2016,365085,698520,2024-03-05,1
